person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,0,3,86183.0,1,3,20000.0,1,14.09,0.23,3.0,638,0,0
24.0,1,3,87261.0,1,3,20000.0,3,11.83,0.23,2.0,667,1,0
24.0,0,1,25826.0,4,1,6000.0,4,12.21,0.23,2.0,655,0,0
24.0,1,3,87458.0,3,3,20000.0,2,14.74,0.23,3.0,604,1,0
24.0,0,4,89922.0,0,3,20000.0,2,12.69,0.22,3.0,672,1,0
25.0,1,3,91179.0,0,3,20000.0,0,11.01,0.22,4.0,658,1,0
25.0,1,1,26559.0,2,0,8500.0,5,9.63,0.32,4.0,686,1,0
24.0,0,0,91001.0,0,3,20000.0,2,8.88,0.22,3.0,687,0,0
26.0,0,1,90978.0,3,3,20000.0,3,6.91,0.22,4.0,652,1,0
26.0,0,1,90805.0,4,3,20000.0,1,11.01,0.22,3.0,603,0,0
25.0,0,0,91130.0,0,3,20000.0,4,10.38,0.22,3.0,622,1,0
22.0,1,4,91033.0,1,3,20000.0,5,11.01,0.22,2.0,572,1,0
21.0,0,1,26887.0,0,0,7575.0,4,11.01,0.28,3.0,641,1,0
26.0,0,1,26792.0,4,2,5200.0,1,12.42,0.19,3.0,674,0,0
23.0,0,1,91541.0,4,3,20000.0,4,16.32,0.22,3.0,628,0,0
23.0,1,0,92304.0,0,3,20000.0,3,10.37,0.22,3.0,635,1,0
22.0,0,0,93127.0,2,3,20000.0,0,13.98,0.21,4.0,619,1,0
21.0,0,3,26946.0,0,2,7125.0,5,6.99,0.26,3.0,653,0,0
22.0,0,3,26711.0,0,0,4025.0,1,5.42,0.15,4.0,565,1,0
24.0,1,1,26769.0,2,0,8000.0,3,5.42,0.3,2.0,613,1,0
26.0,0,1,94812.0,4,3,20000.0,2,13.85,0.21,4.0,663,0,0
22.0,0,0,27119.0,0,0,4000.0,4,12.99,0.15,2.0,540,1,0
26.0,1,1,27046.0,5,2,4200.0,3,9.99,0.16,3.0,598,1,0
22.0,0,1,26902.0,4,0,1400.0,5,11.01,0.05,2.0,653,1,0
21.0,1,1,27072.0,0,0,3800.0,0,5.99,0.14,2.0,643,0,0
23.0,0,3,94310.0,0,3,20000.0,5,11.58,0.21,3.0,578,0,0
23.0,1,4,95354.0,2,3,20000.0,3,13.85,0.21,4.0,642,1,0
23.0,1,4,96236.0,0,3,20000.0,1,16.89,0.21,4.0,688,0,0
23.0,1,4,96969.0,2,3,20000.0,3,7.9,0.21,4.0,696,0,0
23.0,0,0,27201.0,0,2,6000.0,5,12.68,0.22,4.0,527,1,0
24.0,1,3,97157.0,0,3,20000.0,5,13.06,0.21,4.0,545,1,0
25.0,1,3,96773.0,3,3,20000.0,1,8.88,0.21,4.0,644,1,0
23.0,1,1,26954.0,0,0,2000.0,1,6.17,0.07,4.0,511,1,0
22.0,0,3,96673.0,1,3,20000.0,1,13.98,0.21,4.0,616,1,0
22.0,1,3,26872.0,3,2,8500.0,5,6.54,0.32,4.0,656,0,0
26.0,0,0,27097.0,2,0,1000.0,2,10.36,0.04,3.0,581,1,0
25.0,1,0,96778.0,2,3,20000.0,2,14.26,0.21,4.0,664,0,0
23.0,0,3,97783.0,0,3,20000.0,3,11.71,0.2,2.0,563,1,0
22.0,0,1,98255.0,0,3,20000.0,0,13.49,0.2,4.0,623,1,0
22.0,0,1,99459.0,0,3,20000.0,1,11.01,0.2,2.0,691,0,0
24.0,0,3,101201.0,6,3,20000.0,1,13.48,0.2,3.0,569,0,0
26.0,0,1,26764.0,4,2,3000.0,5,6.76,0.11,2.0,642,0,0
23.0,1,4,102232.0,1,3,20000.0,4,11.11,0.2,4.0,663,1,0
25.0,0,1,101849.0,3,3,20000.0,1,13.92,0.2,2.0,627,1,0
23.0,0,1,26678.0,1,2,4400.0,1,12.53,0.16,2.0,610,1,0
23.0,0,1,103275.0,0,3,20000.0,3,7.49,0.19,2.0,597,1,0
25.0,1,3,103166.0,3,3,20000.0,0,10.25,0.19,3.0,653,1,0
21.0,0,3,27289.0,0,0,1500.0,4,11.86,0.05,3.0,659,1,0
25.0,0,0,102975.0,0,3,20000.0,2,11.01,0.19,2.0,663,0,0
24.0,1,0,27558.0,0,0,4000.0,5,11.01,0.15,2.0,621,1,0
22.0,0,0,105649.0,1,3,20000.0,0,13.85,0.19,4.0,575,1,0
22.0,0,0,109017.0,1,3,20000.0,4,11.01,0.18,4.0,639,1,0
24.0,0,1,109178.0,1,3,20000.0,0,6.54,0.18,3.0,630,0,0
23.0,1,4,108836.0,0,3,20000.0,3,11.49,0.18,4.0,560,1,0
26.0,1,4,109089.0,5,3,20000.0,3,11.49,0.18,3.0,537,1,0
22.0,0,1,27472.0,1,0,7000.0,1,11.71,0.25,2.0,694,0,0
23.0,1,4,109061.0,0,3,20000.0,0,13.57,0.18,4.0,657,1,0
25.0,1,3,110319.0,1,3,20000.0,1,14.35,0.18,3.0,572,1,0
26.0,1,1,27309.0,1,0,3825.0,0,10.65,0.14,4.0,618,1,0
22.0,0,1,111365.0,1,3,20000.0,5,15.65,0.18,2.0,649,0,0
25.0,1,0,111834.0,1,3,20000.0,3,9.25,0.18,2.0,606,1,0
22.0,1,3,27122.0,2,0,2400.0,3,11.71,0.09,3.0,612,1,0
26.0,0,1,113057.0,0,3,20000.0,0,9.45,0.18,4.0,606,1,0
22.0,1,0,114267.0,0,3,20000.0,4,11.01,0.18,2.0,602,1,0
23.0,1,3,115130.0,4,3,20000.0,1,10.99,0.17,2.0,701,0,0
24.0,0,1,114976.0,3,3,20000.0,2,11.01,0.17,3.0,665,0,0
21.0,1,1,27648.0,0,2,7350.0,5,7.66,0.27,2.0,635,1,0
23.0,0,1,116295.0,0,3,20000.0,3,13.04,0.17,3.0,643,1,0
22.0,1,0,27385.0,3,0,7200.0,4,7.14,0.26,2.0,636,0,0
22.0,0,1,118565.0,0,3,20000.0,1,11.83,0.17,4.0,575,1,0
24.0,0,1,27463.0,0,2,3000.0,0,16.0,0.11,2.0,647,1,0
23.0,1,0,120368.0,0,3,20000.0,1,15.28,0.17,4.0,569,1,0
21.0,0,1,27493.0,2,2,4000.0,0,15.05,0.15,4.0,528,0,0
22.0,1,4,27178.0,0,2,8500.0,0,15.05,0.31,4.0,626,0,0
24.0,0,4,120691.0,2,3,20000.0,2,14.22,0.17,3.0,664,0,0
26.0,1,0,27124.0,2,2,7500.0,5,10.96,0.28,2.0,600,1,0
25.0,0,3,121016.0,0,3,20000.0,2,13.06,0.17,2.0,672,0,0
25.0,1,1,120866.0,1,3,20000.0,2,13.06,0.17,2.0,563,1,0
25.0,0,1,27635.0,2,2,7500.0,5,11.01,0.27,3.0,665,0,0
23.0,0,3,27475.0,4,0,6700.0,1,11.01,0.24,4.0,605,1,0
22.0,1,1,121236.0,0,3,20000.0,4,12.21,0.16,3.0,580,1,0
25.0,1,0,27780.0,1,0,6400.0,4,7.88,0.23,4.0,672,1,0
26.0,1,4,27364.0,0,2,5400.0,4,5.42,0.2,3.0,646,0,0
26.0,1,1,125803.0,6,3,20000.0,0,10.74,0.16,2.0,636,1,0
25.0,1,0,130715.0,5,3,20000.0,2,11.01,0.15,4.0,632,0,0
23.0,1,3,132975.0,1,3,20000.0,1,12.42,0.15,3.0,630,0,0
22.0,0,3,132809.0,0,3,20000.0,0,13.72,0.15,3.0,691,1,0
24.0,1,0,133069.0,2,3,20000.0,4,10.38,0.15,4.0,672,1,0
23.0,1,0,133031.0,0,3,20000.0,5,11.01,0.15,2.0,709,0,0
22.0,0,0,28529.0,1,0,2000.0,4,7.51,0.07,3.0,521,1,0
23.0,0,1,28372.0,0,0,4800.0,4,5.79,0.17,2.0,667,0,0
23.0,1,3,145007.0,1,3,20000.0,3,10.37,0.14,4.0,628,1,0
24.0,1,1,27861.0,0,2,4750.0,2,11.36,0.17,3.0,562,1,0
24.0,0,0,146157.0,0,3,20000.0,5,8.9,0.14,3.0,670,0,0
23.0,0,0,150985.0,0,3,20000.0,5,11.11,0.13,4.0,602,0,0
22.0,1,3,28613.0,0,0,3000.0,1,8.94,0.1,2.0,595,1,0
25.0,1,0,157396.0,3,3,20000.0,4,15.27,0.13,2.0,687,0,0
26.0,0,1,156668.0,3,3,20000.0,0,13.11,0.13,4.0,668,1,0
23.0,1,1,28773.0,0,0,6000.0,1,16.0,0.21,2.0,657,1,0
24.0,0,3,160903.0,0,3,20000.0,1,12.36,0.12,2.0,527,1,0
21.0,0,3,28410.0,0,0,7000.0,3,8.9,0.25,3.0,606,1,0
22.0,1,0,27969.0,0,0,4800.0,0,10.0,0.17,4.0,644,1,0
21.0,0,1,28786.0,0,0,3000.0,0,13.35,0.1,3.0,638,1,0
25.0,1,3,28595.0,2,0,4400.0,2,6.76,0.15,2.0,611,0,0
26.0,0,4,140072.0,0,3,19800.0,3,11.48,0.14,4.0,617,1,0
26.0,1,4,24756.0,8,3,500.0,3,11.41,0.02,2.0,659,0,0
21.0,0,1,23899.0,1,3,700.0,1,12.29,0.03,2.0,658,1,0
25.0,1,3,23980.0,6,3,750.0,0,12.29,0.03,4.0,645,1,0
22.0,1,3,29111.0,0,0,2400.0,1,9.63,0.08,4.0,668,0,0
21.0,1,0,28319.0,0,1,2400.0,1,12.21,0.08,4.0,628,1,0
22.0,1,0,14763.0,0,3,1000.0,3,12.99,0.07,4.0,540,1,0
22.0,0,1,15248.0,0,3,1000.0,5,13.98,0.07,4.0,547,1,0
23.0,0,1,15553.0,3,3,1000.0,0,14.65,0.06,3.0,602,1,0
25.0,1,1,15255.0,2,3,1000.0,1,10.65,0.07,2.0,611,0,0
21.0,1,0,14997.0,0,3,1000.0,1,13.98,0.07,2.0,669,1,0
23.0,0,1,28684.0,1,2,2000.0,5,11.11,0.07,3.0,591,0,0
21.0,0,3,28348.0,0,2,5000.0,5,11.01,0.18,3.0,506,1,0
24.0,1,1,21414.0,3,3,1000.0,5,11.49,0.05,3.0,619,1,0
22.0,0,0,20953.0,0,3,1000.0,1,13.48,0.05,4.0,665,1,0
24.0,1,1,24085.0,3,3,1000.0,1,12.53,0.04,4.0,655,1,0
24.0,1,3,29212.0,1,0,7000.0,0,10.38,0.24,3.0,607,1,0
22.0,0,3,84974.0,1,3,19000.0,3,8.88,0.22,4.0,589,1,0
23.0,0,4,87479.0,3,3,19000.0,3,10.99,0.22,4.0,671,1,0
24.0,0,1,88452.0,0,3,19000.0,2,10.62,0.21,3.0,653,0,0
23.0,1,1,94830.0,0,3,19000.0,5,8.9,0.2,2.0,642,1,0
22.0,1,1,29756.0,1,2,2500.0,5,9.91,0.08,2.0,592,1,0
26.0,1,0,116006.0,3,3,19000.0,4,13.22,0.16,2.0,663,0,0
24.0,1,3,126727.0,0,3,19000.0,2,12.29,0.15,2.0,582,1,0
22.0,0,1,84840.0,4,3,18750.0,0,10.38,0.22,2.0,661,1,0
24.0,1,0,29659.0,4,2,7100.0,5,12.42,0.24,3.0,641,0,0
23.0,1,0,90359.0,3,3,18500.0,1,11.26,0.2,3.0,697,1,0
25.0,1,0,90794.0,1,3,18500.0,1,7.49,0.2,3.0,608,1,0
22.0,0,1,29833.0,1,2,8000.0,3,9.91,0.27,2.0,592,0,0
21.0,1,0,29833.0,0,0,3000.0,5,7.9,0.1,4.0,642,1,0
22.0,1,0,29781.0,2,0,5000.0,1,7.9,0.17,2.0,598,1,0
23.0,1,3,145076.0,0,3,18400.0,4,8.9,0.13,2.0,674,1,0
25.0,0,3,29628.0,0,0,6000.0,0,13.49,0.2,3.0,636,1,0
22.0,1,4,29875.0,0,0,1300.0,5,5.42,0.04,3.0,687,0,0
25.0,0,1,29750.0,0,0,5800.0,0,5.99,0.19,3.0,639,0,0
23.0,0,1,29733.0,0,2,8000.0,1,15.62,0.27,2.0,639,0,0
22.0,0,3,29645.0,0,0,5000.0,0,10.99,0.17,4.0,624,1,0
24.0,0,0,30073.0,2,0,8000.0,3,5.99,0.27,4.0,689,1,0
24.0,1,1,29678.0,1,2,2400.0,1,7.49,0.08,2.0,603,1,0
24.0,0,1,29776.0,4,2,4200.0,5,6.99,0.14,3.0,614,1,0
23.0,0,1,29640.0,3,2,4200.0,4,10.99,0.14,4.0,595,1,0
22.0,1,4,29540.0,0,2,2500.0,1,10.59,0.08,2.0,620,1,0
22.0,0,4,29906.0,0,2,6000.0,3,12.68,0.2,4.0,638,0,0
23.0,1,3,30483.0,0,2,8000.0,4,5.79,0.26,3.0,574,1,0
22.0,0,4,73175.0,0,3,18000.0,1,16.32,0.25,4.0,667,0,0
22.0,0,0,72947.0,2,3,18000.0,1,9.33,0.25,3.0,631,1,0
25.0,1,3,74953.0,2,3,18000.0,1,13.23,0.24,2.0,515,1,0
22.0,0,0,75259.0,0,3,18000.0,3,13.85,0.24,4.0,634,1,0
23.0,1,1,29749.0,0,0,5600.0,1,9.63,0.19,3.0,655,0,0
22.0,1,3,76368.0,2,3,18000.0,5,9.63,0.24,4.0,562,1,0
23.0,1,0,76732.0,2,3,18000.0,1,10.99,0.23,3.0,618,1,0
23.0,0,3,76941.0,2,3,18000.0,1,13.57,0.23,3.0,659,0,0
25.0,0,0,79049.0,4,3,18000.0,5,11.01,0.23,3.0,536,1,0
25.0,0,3,79231.0,3,3,18000.0,2,13.99,0.23,3.0,562,1,0
25.0,0,3,79211.0,1,3,18000.0,2,11.01,0.23,3.0,610,0,0
25.0,0,3,80198.0,1,3,18000.0,1,10.25,0.22,3.0,578,1,0
21.0,0,1,82727.0,0,3,18000.0,1,10.65,0.22,2.0,625,0,0
24.0,1,1,85246.0,2,3,18000.0,2,9.88,0.21,2.0,591,1,0
25.0,0,1,85830.0,5,3,18000.0,1,16.45,0.21,2.0,625,1,0
26.0,1,1,87291.0,5,3,18000.0,0,11.83,0.21,2.0,692,1,0
24.0,1,0,87404.0,0,3,18000.0,5,7.88,0.21,2.0,600,1,0
24.0,1,4,29643.0,3,2,3000.0,1,13.98,0.1,2.0,597,0,0
23.0,1,1,89331.0,0,3,18000.0,1,11.01,0.2,2.0,682,1,0
25.0,0,1,30184.0,4,0,1200.0,5,15.21,0.04,4.0,689,0,0
23.0,0,4,90938.0,1,3,18000.0,1,12.73,0.2,4.0,616,1,0
23.0,0,3,91967.0,2,3,18000.0,1,9.88,0.2,3.0,578,1,0
21.0,1,4,29879.0,0,2,7000.0,3,11.86,0.23,2.0,617,0,0
26.0,0,1,94747.0,4,3,18000.0,1,13.49,0.19,2.0,672,0,0
21.0,0,0,97282.0,0,3,18000.0,5,7.9,0.19,2.0,695,0,0
23.0,1,3,97195.0,1,3,18000.0,5,8.49,0.19,3.0,655,0,0
22.0,0,0,97065.0,2,3,18000.0,1,10.99,0.19,4.0,667,1,0
26.0,1,3,97068.0,1,3,18000.0,2,13.85,0.19,3.0,661,1,0
23.0,1,0,98110.0,2,3,18000.0,3,13.98,0.18,2.0,568,1,0
23.0,0,1,99196.0,0,3,18000.0,3,11.01,0.18,2.0,658,1,0
24.0,0,3,29935.0,0,0,8500.0,1,15.7,0.28,2.0,606,1,0
26.0,1,4,29897.0,1,0,2100.0,4,13.11,0.07,3.0,674,0,0
22.0,1,1,100074.0,0,3,18000.0,5,15.27,0.18,2.0,652,0,0
26.0,0,3,29511.0,6,0,6000.0,2,10.99,0.2,4.0,578,0,0
25.0,1,4,101710.0,4,3,18000.0,2,9.88,0.18,3.0,692,1,0
22.0,0,3,29732.0,0,0,2500.0,3,7.14,0.08,2.0,661,0,0
25.0,0,4,102979.0,4,3,18000.0,1,11.71,0.17,4.0,652,1,0
26.0,0,1,104467.0,3,3,18000.0,5,8.49,0.17,2.0,691,1,0
23.0,0,4,105627.0,2,3,18000.0,1,11.89,0.17,2.0,709,0,0
23.0,0,4,106616.0,0,3,18000.0,1,13.16,0.17,4.0,687,0,0
23.0,1,4,109401.0,2,3,18000.0,4,8.88,0.16,4.0,684,1,0
24.0,1,0,114882.0,0,3,18000.0,0,8.49,0.16,4.0,520,1,0
26.0,1,3,115195.0,4,3,18000.0,2,15.31,0.16,3.0,541,1,0
24.0,0,1,123296.0,0,3,18000.0,1,12.53,0.15,3.0,555,1,0
24.0,1,4,132997.0,3,3,18000.0,0,12.18,0.14,4.0,609,1,0
26.0,1,1,140325.0,2,3,18000.0,5,11.83,0.13,4.0,675,0,0
24.0,1,0,146325.0,2,3,18000.0,4,18.3,0.12,3.0,624,1,0
22.0,0,3,151146.0,1,3,18000.0,3,14.79,0.12,3.0,642,1,0
25.0,1,1,29847.0,0,2,5000.0,3,10.95,0.17,3.0,618,1,0
22.0,0,1,29678.0,0,2,5000.0,3,12.21,0.17,3.0,589,1,0
21.0,1,1,91133.0,0,3,17950.0,1,10.91,0.2,3.0,632,1,0
26.0,0,0,156904.0,4,3,17950.0,4,11.01,0.11,2.0,689,0,0
25.0,1,3,29768.0,2,2,7000.0,3,9.63,0.24,3.0,588,0,0
23.0,1,0,29703.0,0,2,1500.0,1,12.21,0.05,2.0,614,1,0
22.0,0,3,79018.0,0,3,17700.0,0,11.49,0.22,2.0,580,1,0
26.0,1,1,29774.0,5,0,8000.0,4,9.76,0.27,3.0,626,0,0
24.0,1,1,29945.0,2,0,8000.0,1,11.34,0.27,4.0,608,1,0
22.0,0,3,29719.0,0,0,3975.0,1,13.87,0.13,3.0,581,1,0
25.0,1,4,71926.0,3,3,17600.0,3,12.99,0.24,2.0,674,1,0
22.0,1,0,79198.0,3,3,17600.0,1,10.74,0.22,2.0,658,1,0
24.0,0,3,85015.0,2,3,17600.0,2,10.62,0.21,2.0,671,0,0
24.0,0,3,86667.0,4,3,17600.0,2,11.01,0.2,4.0,687,0,0
21.0,0,4,29771.0,0,0,5000.0,1,8.7,0.17,2.0,637,1,0
23.0,1,3,30322.0,0,0,3500.0,4,12.99,0.12,2.0,638,1,0
21.0,0,3,30100.0,0,2,4500.0,3,11.83,0.15,4.0,634,1,0
21.0,1,0,30359.0,0,0,4000.0,5,15.05,0.13,4.0,616,1,0
22.0,1,0,30654.0,0,2,1800.0,5,11.89,0.06,4.0,634,1,0
24.0,1,3,30508.0,2,2,5000.0,2,10.75,0.16,3.0,638,1,0
24.0,1,1,70497.0,0,3,17500.0,1,13.49,0.25,4.0,661,1,0
23.0,0,1,71775.0,2,3,17500.0,1,9.25,0.24,4.0,613,1,0
26.0,0,1,73071.0,4,3,17500.0,5,6.54,0.24,4.0,663,0,0
26.0,1,3,90937.0,6,3,17500.0,4,7.9,0.19,2.0,659,1,0
25.0,1,4,115940.0,3,3,17500.0,2,11.71,0.15,2.0,622,1,0
21.0,1,1,31015.0,0,0,2000.0,4,13.99,0.06,3.0,685,1,0
23.0,0,0,30846.0,2,0,5000.0,1,12.69,0.16,2.0,670,0,0
22.0,0,1,70863.0,0,3,17475.0,1,7.51,0.25,3.0,677,1,0
24.0,0,3,99296.0,3,3,17400.0,4,11.99,0.18,4.0,637,0,0
24.0,1,1,115945.0,2,3,17400.0,0,10.37,0.15,2.0,619,1,0
24.0,0,4,160759.0,1,3,17400.0,1,11.71,0.11,4.0,525,1,0
24.0,1,4,115184.0,0,3,17200.0,4,17.58,0.15,3.0,702,0,0
21.0,1,3,30833.0,0,2,7000.0,1,15.58,0.23,2.0,656,1,0
23.0,0,4,31332.0,1,2,4575.0,4,11.01,0.15,2.0,634,0,0
23.0,0,1,31349.0,4,2,8000.0,1,11.26,0.26,2.0,689,1,0
21.0,0,4,31155.0,0,2,6500.0,3,11.34,0.21,4.0,610,1,0
26.0,0,1,31024.0,5,2,7400.0,5,11.01,0.24,2.0,567,1,0
24.0,0,1,68170.0,0,3,17000.0,0,7.51,0.25,3.0,614,1,0
22.0,1,1,31115.0,0,2,2400.0,3,14.27,0.08,2.0,636,1,0
23.0,1,0,72793.0,0,3,17000.0,4,11.11,0.23,2.0,625,1,0
25.0,1,3,73028.0,7,3,17000.0,4,6.91,0.23,2.0,710,0,0
23.0,1,4,31178.0,1,2,4000.0,3,15.27,0.13,4.0,649,1,0
25.0,1,3,75508.0,5,3,17000.0,5,5.99,0.23,3.0,685,1,0
26.0,0,0,79101.0,5,3,17000.0,5,13.47,0.21,2.0,578,1,0
23.0,0,1,84499.0,0,3,17000.0,4,8.88,0.2,3.0,645,1,0
25.0,0,0,87492.0,3,3,17000.0,3,7.88,0.19,3.0,558,1,0
24.0,1,1,90980.0,2,3,17000.0,0,12.53,0.19,2.0,669,1,0
24.0,1,4,91266.0,2,3,17000.0,1,9.33,0.19,3.0,647,0,0
23.0,1,1,94695.0,2,3,17000.0,3,10.99,0.18,3.0,651,0,0
21.0,1,4,30831.0,0,0,3600.0,5,9.91,0.12,4.0,718,1,0
